Page,Title,Price,Location,Address,Description,Bedrooms,Bathrooms,Parking,Floor_Size_m2,URL,Region
9,2 Bedroom Apartment / Flat,7500000,Matola Central,"Av. Patrice Lumumba,, Matola Central, Matola",Welcome to this contemporary 2-bedroom apartment in the heart of Fomento. Boasting a,2.0,2.0,4.0,1 185 m²,https://www.property24.co.mz/2-bedroom-apartment-flat-for-sale-in-matola-central-114464886,South
9,3 Bedroom House,4000000,Matola Central,"Matola Central, Matola","Vende-se _x000D_
Casa tipo 3 na matola rio._x000D_
_x000D_
localização: Matola rio Próximo ao control",3.0,3.0,3.0,,https://www.property24.co.mz/3-bedroom-house-for-sale-in-matola-central-115279470,South
9,3 Bedroom House,15500000,Matola Central,"Matola Central, Matola","3 bedroom house in a new condominium_x000D_
LUXURY TYPE 3 VILLA WITH POOL & FULLY AIR CONDITIONED",3.0,3.0,4.0,,https://www.property24.co.mz/3-bedroom-house-for-sale-in-matola-central-116140703,South
9,3 Bedroom House,8500000,Matola Central,"Matola Central, Matola","BEAUTIFUL 3-bedroom villa for sale with swimming pool _x000D_
MATOLA NEIGHBORHOOD TSALALA _x000D_
_x000D_
3",3.0,3.0,4.0,,https://www.property24.co.mz/3-bedroom-house-for-sale-in-matola-central-115090963,South
9,12 Bedroom Townhouse,16500000,Matola Central,"Matola Central, Matola","Condominium for sale in Matola Tchumene 2._x000D_
Close to the road, 200 meters from the",12.0,6.0,4.0,,https://www.property24.co.mz/12-bedroom-townhouse-for-sale-in-matola-central-115090900,South
9,12 Bedroom House,16500000,Matola Central,"Matola Central, Matola","Condominium for sale in Matola Tchumene 2._x000D_
Close to the road, 200 meters from the",12.0,6.0,4.0,,https://www.property24.co.mz/12-bedroom-house-for-sale-in-matola-central-115090896,South
9,4 Bedroom House,11000000,Matola Central,"Matola Central, Matola","For sale_x000D_
 11.00.000 MZN _x000D_
_x000D_
Dwelling_tp4 (cond. Monomutapa)_x000D_
Location: Matola N4-Witbank,",4.0,4.0,4.0,8 m²,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-115042072,South
9,4 Bedroom House,28500000,Matola Central,"Matola Central, Matola",ELITE RESIDENCE CONDOMINIUM FOR SALE IN MATOLA N4 After Shopritis next to Kings,4.0,4.0,4.0,,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-115938565,South
10,4 Bedroom House,19000000,Matola Central,"Matola Central, Matola","4 bedroom house in EDEN Condominium_x000D_
4 bedroom house for sale in Eden condominium with the",4.0,6.0,4.0,,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-116140769,South
10,4 Bedroom House,11000000,Matola Central,"Matola Central, Matola","Casa à venda no Tchumene Contentor Amarelo- (1minuto da N4)_x000D_
_x000D_
Moradia do tipo *rés-do",4.0,4.0,4.0,,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-115615596,South
10,3 Bedroom House,4000000,Matola Central,"Tchumene, Matola Central, Matola","Vende-se moradia tipo 3 localizado em tchumene 2_x000D_
4.000.000 MTS (Sem prestações) _x000D_
3",3.0,3.0,4.0,,https://www.property24.co.mz/3-bedroom-house-for-sale-in-matola-central-116795227,South
10,3 Bedroom House,12000000,Matola Central,"Matola Central, Matola","House of the High Standard for sale in the city center of Matola, in a LOC condominium. 2",3.0,3.0,4.0,,https://www.property24.co.mz/3-bedroom-house-for-sale-in-matola-central-115947219,South
10,4 Bedroom House,20000000,Matola Central,"Matola Central, Matola","4 bedroom house in the Saphira condominium in Matola _x000D_
Excellent house for sale in Matola",4.0,3.0,4.0,,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-115600475,South
10,4 Bedroom House,17920000,Matola Central,"Matola, Matola Central, Matola","4 bedroom house in Condominium Eden_x000D_
- Open Space Kitchen_x000D_
- Spacious living room_x000D_
- hot",4.0,5.0,4.0,,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-113735156,South
10,4 Bedroom House,35000000,Matola Central,"Matola Central, Matola","Type 4 housing for debut _x000D_
Price: 35,000,000 mzn_x000D_
_x000D_
 Inside condominium in the Costa do Sol",4.0,5.0,8.0,,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-115884879,South
10,4 Bedroom House,10000000,Matola Central,"Matola Central, Matola","For sale_x000D_
Price: 10,000,000 mzn_x000D_
_x000D_
Beautiful Housing Type 4_x000D_
Location: Mussumbuluko",4.0,4.0,4.0,,https://www.property24.co.mz/4-bedroom-house-for-sale-in-matola-central-115981406,South
10,3 Bedroom Apartment / Flat,6000000,Matola Central,"Matola, Matola Central, Matola","3 bedroom apartment in Kings Village _x000D_
Unfurnished apartment for sale in Kings Village, 3",3.0,3.0,2.0,,https://www.property24.co.mz/3-bedroom-apartment-flat-for-sale-in-matola-central-114780615,South
10,3 Bedroom House,4000000,Matola Central,"Tchumene, Matola Central, Matola","Vende-se moradia tipo 3 localizado em tchumene 2_x000D_
4.000.000 MTS (Sem prestações) _x000D_
3",3.0,3.0,4.0,,https://www.property24.co.mz/3-bedroom-house-for-sale-in-matola-central-116946269,South
1,2 Bedroom House,9500000,Nacala Central,,"This vast, walled plot of 9,000 m2 is located on the Marginal in Nacala. There are already",2.0,1.0,12.0,9 000 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-nacala-central-117053615,North
1,2 Bedroom Apartment / Flat,4000000,Nacala Central,"1 Nacala Port, Nacala Central, Nacala","This apartment offers a practical and welcoming layout, ideal for small families, couples,",2.0,1.0,4.0,630 m²,https://www.property24.co.mz/2-bedroom-apartment-flat-for-sale-in-nacala-central-116854833,North
1,4 Bedroom House,20000000,Nacala Central,"1 Nacala, Nacala Central, Nacala","This brand new build is located in the heart of Nacala City with secure off-street parking,",4.0,3.0,4.0,600 m²,https://www.property24.co.mz/4-bedroom-house-for-sale-in-nacala-central-114960269,North
1,2 Bedroom House,9500000,Nacala Central,,"This vast, walled plot of 9,000 m2 is located on the Marginal in Nacala. There are already",2.0,1.0,12.0,9 000 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-nacala-central-116991650,North
1,2 Bedroom House,25242000,Tete Central,"Bairro Matundo, Tete Central, Tete","Discover a rare opportunity to own this stunning, multi-purpose property perfectly",2.0,3.0,4.0,109 267 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-tete-central-116689040,Central
1,3 Bedroom House,8500000,Tete Central,"Bairro Chipanga, Tete Central, Tete","Step into your own sanctuary within this secure, beautifully enclosed property. With a high",3.0,3.0,4.0,600 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-115108048,Central
1,3 Bedroom House,25500000,Tete Central,"1 Bairro Chingodzi, Tete Central, Tete","For sale: Property with 4 houses, each comprising 3 bedrooms, ideally     near  Tete",3.0,1.0,4.0,3 013 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-116749891,Central
1,2 Bedroom House,25242000,Tete Central,"Bairro Matundo, Tete Central, Tete","Discover a rare opportunity to own this stunning, multi-purpose property perfectly",2.0,3.0,4.0,109 267 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-tete-central-116844737,Central
1,3 Bedroom House,9243000,Tete Central,"EN7 Bairro Matundo, Tete Central, Tete",These T3 houses are very close to the Zambezi River within a private and secure condominium,3.0,3.0,4.0,158 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-115344705,Central
1,2 Bedroom House,7780500,Tete Central,,These T2 houses are very close to the Zambezi River within a private and secure condominium,2.0,3.0,4.0,133 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-tete-central-115344734,Central
2,3 Bedroom House,195000000,Tete Central,"Bairro Matundo, Tete Central, Tete","Experience the perfect blend of comfort and nature at Mulitani, an exclusive residential",3.0,1.0,4.0,569 ha,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-115344664,Central
2,4 Bedroom House,12768792,Tete Central,"Bairro Chingodzi, Tete Central, Tete",Discover your dream home in the heart of Tete! This exquisite 4-bedroom house offers the,4.0,2.0,4.0,1 200 m²,https://www.property24.co.mz/4-bedroom-house-for-sale-in-tete-central-115164869,Central
2,3 Bedroom House,22000000,Tete Central,"Bairro Chingodzi, Tete Central, Tete",Don’t miss this unique opportunity to own a well-developed property near Estrada Nacional 7,3.0,1.0,4.0,5 988 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-116277124,Central
2,3 Bedroom House,7000000,Tete Central,"Chingodzi, Tete Central, Tete","In a quiet neighborhood of Chingodzi, Tete, there is a charming house ready to welcome new",3.0,1.0,4.0,450 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-115108051,Central
2,4 Bedroom House,11000000,Tete Central,"Bairro Matundo, Tete Central, Tete",Looking for your dream home in Tete? Don’t miss this stunning 4-bedroom property located in,4.0,3.0,4.0,35 m²,https://www.property24.co.mz/4-bedroom-house-for-sale-in-tete-central-116139944,Central
2,4 Bedroom House,13000000,Tete Central,"Bairro Chingodzi, Tete Central, Tete","This is a beautiful house has 4 bedrooms all with fitted cupboards, the main bedroom is on",4.0,3.0,4.0,375 m²,https://www.property24.co.mz/4-bedroom-house-for-sale-in-tete-central-115108065,Central
2,2 Bedroom House,5500000,Tete Central,"Nyamatica, Tete Central, Tete","Looking for a great investment opportunity or a spacious home? This property in Matundo,",2.0,1.0,4.0,4 235 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-tete-central-115957425,Central
2,3 Bedroom House,10000000,Tete Central,"Bairro Francisco Manyanga, Tete Central, Tete",Discover your new home in a great location! This newly built 3-bedroom house offers comfort,3.0,1.0,4.0,253 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-116546821,Central
2,3 Bedroom House,10000000,Tete Central,"Bairro Samora Machel, Tete Central, Tete","?? Prime Location Near Caloera Mountain

Discover this beautiful and spacious 3-bedroom",3.0,3.0,4.0,330 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-116277121,Central
2,3 Bedroom House,22500000,Tete Central,"178 Av da Independencia, Tete Central, Tete",Discover the perfect blend of luxury and functionality with this exceptional property. Set,3.0,3.0,4.0,1 441.1 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-114774494,Central
2,6 Bedroom House,19188421,Tete Central,"Bairro Chingodzi, Tete Central, Tete",Looking for the perfect family home with room to grow? This beautifully designed 6-bedroom,6.0,3.0,4.0,1 988 m²,https://www.property24.co.mz/6-bedroom-house-for-sale-in-tete-central-116057579,Central
2,2 Bedroom House,6400000,Tete Central,"Bairro Mpadue, Tete Central, Tete","Comfort, Convenience & Charm!

Discover this beautiful 2-bedroom home located in the",2.0,1.0,4.0,1 428 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-tete-central-115957438,Central
2,4 Bedroom House,17000000,Tete Central,"5 Bairro Chingodzi, Tete Central, Tete","This house has 4 bedrooms all with fitted cupboards , 3 big bathrooms, Big dinning and open",4.0,3.0,4.0,375 m²,https://www.property24.co.mz/4-bedroom-house-for-sale-in-tete-central-115108069,Central
2,5 Bedroom House,13000000,Tete Central,"Bairro Chingodzi, Tete Central, Tete","Discover this exceptional Type 5 home in Matema, just 5 minutes from the EN7  Perfect for",5.0,4.0,4.0,79 m²,https://www.property24.co.mz/5-bedroom-house-for-sale-in-tete-central-116842815,Central
2,5 Bedroom House,13000000,Tete Central,"Bairro Chingodzi, Tete Central, Tete","Discover this exceptional Type 5 home in Matema, just 5 minutes from the EN7  Perfect for",5.0,4.0,4.0,79 m²,https://www.property24.co.mz/5-bedroom-house-for-sale-in-tete-central-116277139,Central
3,2 Bedroom House,16000000,Tete Central,"Bairro Chingodzi, Tete Central, Tete",Looking for a prime real estate investment? This complex of 4 modern 2-bedroom houses in,2.0,1.0,4.0,1 850 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-tete-central-115957431,Central
3,3 Bedroom House,10215000,Tete Central,"Bairro Chingodzi, Tete Central, Tete","An elegant, spacious and modern 3 bedroom house in the heart of Matema in secure area, big",3.0,1.0,4.0,111 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-tete-central-113538565,Central
1,5 Bedroom House,29250000,Vilanculos Central,"1 Vilanculos North, Vilanculos Central, Vilanculos",This beautiful villa is located on the Northern coast of Vilanculos with stunning views of,5.0,6.0,8.0,8 000 m²,https://www.property24.co.mz/5-bedroom-house-for-sale-in-vilanculos-central-117013551,South
1,3 Bedroom House,16000000,Vilanculos Central,"1 South Road, Vilanculos Central, Vilanculos",This modern and light 3 bedroom (all suites) house is located on the South of Vilanculos,3.0,1.0,4.0,12 000 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-vilanculos-central-112183012,South
1,5 Bedroom House,48450000,Vilanculos Central,"1 Chibuene, Vilanculos Central, Vilanculos",We present a unique property comprising 5 constructions made of wood and traditional,5.0,3.0,4.0,18 000 m²,https://www.property24.co.mz/5-bedroom-house-for-sale-in-vilanculos-central-116429308,South
1,5 Bedroom House,29250000,Vilanculos Central,"1 Vilanculos North, Vilanculos Central, Vilanculos",This beautiful villa is located on the Northern coast of Vilanculos with stunning views of,5.0,6.0,8.0,8 000 m²,https://www.property24.co.mz/5-bedroom-house-for-sale-in-vilanculos-central-117066819,South
2,4 Bedroom House,9200000,Vilanculos Central,"2 Alemar Estate Road, Vilanculos Central, Vilanculos","This beautiful family beach house is located right on the beach, on a small estate, to the",4.0,2.0,4.0,0.77 ha,https://www.property24.co.mz/4-bedroom-house-for-sale-in-vilanculos-central-112018504,South
2,3 Bedroom House,48000000,Vilanculos Central,"1 19 outubro, Vilanculos Central, Vilanculos",This vast beachfront property is located in the heart of Vilanculos a short distance away,3.0,2.0,8.0,17 196 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-vilanculos-central-111477067,South
2,4 Bedroom House,50000000,Vilanculos Central,"1 Vilanculos Sand Road North, Vilanculos Central, Vilanculos","This luxury villa has 4 en-suite air conditioned rooms, located separately from the main",4.0,1.0,4.0,2.47 ha,https://www.property24.co.mz/4-bedroom-house-for-sale-in-vilanculos-central-111675948,South
2,5 Bedroom House,24300000,Vilanculos Central,"1 Chibuene, Vilanculos Central, Vilanculos","Location: Chibuene, a 20-minute drive from Vilanculos airport

View: Stunning sea",5.0,1.0,4.0,1 600 m²,https://www.property24.co.mz/5-bedroom-house-for-sale-in-vilanculos-central-115597506,South
3,3 Bedroom House,30000000,Vilanculos Central,"1 Rua De Outubro, Vilanculos Central, Vilanculos","This rondavel cottage is located in the heart of Vilanculos, on Rua De Outubro, near to the",3.0,1.0,4.0,2 000 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-vilanculos-central-113120256,South
3,3 Bedroom House,22500000,Vilanculos Central,"1 Chibuene, Vilanculos Central, Vilanculos","This beautiful 3-bedroom (all suites) house, is located on the south side of the airport in",3.0,1.0,4.0,10 000 m²,https://www.property24.co.mz/3-bedroom-house-for-sale-in-vilanculos-central-114419041,South
3,2 Bedroom House,12500000,Vilanculos Central,"1 Rua De Outubro, Vilanculos Central, Vilanculos","This plot is located in the heart of Rua De Outubro in Vilanculos, near the big hotels and",2.0,1.0,4.0,1 500 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-vilanculos-central-113120113,South
3,2 Bedroom House,3300000,Vilanculos Central,,Beautiful secluded solar powered beach house with an amazing panoramic view standing on a,2.0,2.0,4.0,2 000 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-vilanculos-central-111548263,South
3,2 Bedroom House,12500000,Vilanculos Central,"1 Rua De Outubro, Vilanculos Central, Vilanculos","This plot is located in the heart of Rua De Outubro in Vilanculos, near the big hotels and",2.0,1.0,4.0,1 500 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-vilanculos-central-117048168,South
3,2 Bedroom House,20500000,Vilanculos Central,"1 Vilanculos, Vilanculos Central, Vilanculos",This family house is located in the heart of Vilanculos just a short walk from the,2.0,1.0,6.0,2 500 m²,https://www.property24.co.mz/2-bedroom-house-for-sale-in-vilanculos-central-115397394,South
3,5 Bedroom House,25600000,Vilanculos Central,"1 Chibuene, Vilanculos Central, Vilanculos",This stunning stand-alone family home is nestled in the middle of a vast walled garden and,5.0,1.0,1.0,4 800 m²,https://www.property24.co.mz/5-bedroom-house-for-sale-in-vilanculos-central-114420418,South
